depth,temp,chla,do,sal,ph
2.003,23.4707195416,0.015621340882,8.24927887368,0.02,8.28172128809
2.503,23.4282455151,0.0121399392678,8.25689251992,0.02,8.27083350234
3.003,23.3714589585,0.0107833569162,8.27291405732,0.02,8.26131866224
3.503,23.3259186077,0.0108362538092,8.27271054975,0.0200810184721,8.26147397263
4.003,23.2255014898,0.0094554737005,8.30478281319,0.0211524840955,8.24673823793
4.503,23.1135955648,0.0112371783114,8.32486816938,0.0218639240146,8.23717026879
5.003,23.0078664774,0.0138878279308,8.33320155698,0.023298754374,8.23480150443
5.503,22.7605033835,0.0171225644423,8.38673429893,0.0248734450134,8.20497896309
6.003,22.4183567038,0.0203055565443,8.44923169859,0.0264504257281,8.16773522531
6.503,22.1291166787,0.0264622707632,8.47669369472,0.027894722881,8.15699328983
7.003,21.668081488,0.028856696357,8.54596780074,0.0290510938897,8.09893228996
7.503,21.3808618961,0.0356008643504,8.55401629407,0.0292943871401,8.0950410826
8.003,21.0681183519,0.0408544930252,8.56766700903,0.03,8.09447961079
8.503,20.6568244676,0.0469613920593,8.59732703345,0.0296665458215,8.04527767153
9.003,20.1928002704,0.0519610753439,8.59929112247,0.0294529100238,8.01065772071
9.503,19.77481607,0.0580493472851,8.58041331833,0.029338853075,8.01391085157
10.003,19.1815863468,0.0585395966137,8.62389191807,0.0292835560064,7.97276659195
10.503,18.582491659,0.062126780859,8.64918191841,0.0282408592989,7.94426221397
11.003,18.0005754646,0.0616957914308,8.6871129264,0.0279898918334,7.91818065416
11.503,17.4201129666,0.0621435532494,8.72435165468,0.0268048759507,7.87824090992
12.003,16.8928315605,0.0646346588758,8.74038362616,0.0256746338356,7.86540014911
12.503,16.6292634273,0.0664089283551,8.73115326488,0.02421849999,7.8846535813
13.003,16.2781972767,0.067514983001,8.74971902993,0.022720585918,7.86846896782
13.503,15.8500864272,0.0693357908893,8.73406088858,0.0214032133681,7.84048675741
14.003,15.6023563236,0.0687240353531,8.7140184617,0.0210628851941,7.86972385713
14.503,15.0996401597,0.0664303686817,8.70372670135,0.02,7.82196688351
15.003,14.6444334436,0.0610219107225,8.66883899273,0.02,7.79556368137
15.503,14.3515314896,0.0568409094614,8.65082970933,0.02,7.80536986135
16.003,13.8256966356,0.0521191220718,8.62221175766,0.02,7.74717741318
16.503,13.3704062945,0.0458881794763,8.58800317798,0.02,7.69618698842
17.003,13.1286405315,0.0415596220899,8.56858523731,0.02,7.71738393316
17.503,12.7782241496,0.0374392724731,8.54363620302,0.02,7.6773090456
18.003,12.5520399297,0.0349672759114,8.5272047246,0.02,7.67009798368
18.503,12.4334067762,0.0327803012035,8.51453619929,0.02,7.68847525519
19.003,12.2003316161,0.0283018089273,8.48457100148,0.02,7.67727731595
19.503,12.0299456696,0.0254158680126,8.45676010474,0.02,7.67709594613
20.003,11.9142560299,0.0243411349037,8.43900501875,0.02,7.70013283889
20.503,11.7103250511,0.0194891968172,8.40861905132,0.02,7.68798361326
21.003,11.4524544868,0.0148834434821,8.35074030052,0.02,7.68408532986
21.503,11.2835535665,0.00984370717593,8.3336233366,0.02,7.70019211401
22.003,10.9578919613,0.00533042048068,8.28189953872,0.02,7.66138178977
22.503,10.596896143,0.00344563438967,8.22733644644,0.02,7.6308925485
23.003,10.3875692836,0.00202664526387,8.20408559501,0.02,7.64478837038
23.503,10.051054828,0.0021250693798,8.15265962786,0.02,7.62717702372
24.003,9.70690609872,0.00329411467377,8.10824939991,0.02,7.60955126043
24.503,9.49885628899,0.00387339548073,8.09541171111,0.02,7.63094893029
25.003,9.17626706347,0.00333059157045,8.04606806226,0.02,7.61078040013
25.503,8.97328671242,0.00221852996468,8.04390522407,0.02,7.60932931369
26.003,8.83343331388,0.00136373051254,8.03064238135,0.02,7.61778681809
26.503,8.60096984103,0.00110811175797,8.00767230747,0.02,7.59292278347
27.003,8.44100583508,-0.000314178454557,8.00817919572,0.02,7.57687631764
27.503,8.38672076897,9.60469051994e-06,8.00924381805,0.02,7.58895090221
28.003,8.21791358481,0.00131741576861,8.01306547114,0.02,7.56877882176
