depth,temp,chla,do,sal,ph
2.498,22.2587043977,0.0774465024567,8.45432421153,0.02,7.77551634502
2.998,22.2435988436,0.0805031890513,8.44456919746,0.02,7.7391170301
3.498,22.2305217339,0.0866436972952,8.43591673113,0.02,7.71050171442
3.998,22.2220223064,0.0906543199812,8.43369343812,0.02,7.71884399491
4.498,22.2104891244,0.0963728984483,8.42774091558,0.02,7.69648911258
4.998,22.2048472142,0.0980703981429,8.42534605756,0.02,7.72895756186
5.498,22.1928215417,0.101405824801,8.41443583539,0.02,7.68923532319
5.998,22.1825118874,0.1047635771,8.4034777173,0.02,7.66029711555
6.498,22.1788456128,0.10575413094,8.40067378374,0.02,7.70013869669
6.998,22.1684138073,0.110407779416,8.38699262158,0.02,7.66951874584
7.498,22.1558569469,0.114687458411,8.37856443915,0.020257669138,7.67253820846
7.998,22.1536192036,0.115828120862,8.37748094143,0.0203401729377,7.73741622112
8.498,22.1161860968,0.12124759743,8.36732569406,0.0212407869418,7.69568784781
8.998,21.9638358423,0.125110883985,8.34617468485,0.0225952460482,7.66032476753
9.498,21.9061283463,0.12276047776,8.34038051993,0.0231134797102,7.70611659013
9.998,21.677672043,0.124839296315,8.28368883677,0.0244439042683,7.60900233487
10.498,21.3177244657,0.13116135647,8.20118052785,0.0257845686279,7.5272059717
10.998,21.0189678903,0.136564994867,8.13417446291,0.0268890362756,7.51453440269
11.498,20.6589662774,0.146913797638,8.0348475881,0.0281183341816,7.48594269447
11.998,20.2485745182,0.157293456914,7.93633498394,0.0285967866319,7.44482665494
12.498,19.9444504918,0.164993490102,7.85557947906,0.0289371148059,7.49147201712
12.998,19.5245838987,0.175368391799,7.76661093179,0.03,7.47782413559
13.498,19.2135460523,0.17830585633,7.71674010754,0.03,7.45422052177
13.998,19.0155632805,0.17614071023,7.69061526732,0.03,7.55450196213
14.498,18.6817707673,0.172774215461,7.6350321061,0.03,7.5325148382
14.998,18.3582335586,0.163376944724,7.62140001379,0.03,7.45212047847
15.498,18.1531929444,0.151611062884,7.60403962974,0.03,7.564676449
15.998,17.8596895157,0.140379914838,7.58429224946,0.0297474332212,7.57427428991
16.498,17.4901936229,0.129562389261,7.58715487324,0.0286623095396,7.47281409042
16.998,17.096385185,0.118456549206,7.62487005966,0.0272173973356,7.42295968625
17.498,16.6509665449,0.106876384618,7.63345950971,0.0255512316734,7.35697047992
17.998,16.0865232156,0.0970612614791,7.70535991971,0.0238265573258,7.24017166958
18.498,15.5751318928,0.0882937196871,7.73563377651,0.0232869900963,7.35132597971
18.998,14.9443457434,0.0792782793371,7.78291546184,0.0222909367641,7.35098014531
19.498,14.1975015745,0.0726755246439,7.88949707063,0.0217163322976,7.30864084353
19.998,13.2309115746,0.0687360270818,8.04573023673,0.0217524014278,7.32531726304
20.498,12.3507856487,0.0663298470325,8.1118301249,0.0219018944203,7.45647636726
20.998,11.3885611725,0.0637443237847,8.19120513671,0.0226124048117,7.50888118154
21.498,10.4342098886,0.0619567505289,8.31465675352,0.0226144938537,7.52785792077
21.998,9.55530947819,0.0591308394489,8.41215793379,0.021785695007,7.57075377929
22.498,8.7736792449,0.0559002389274,8.52676497131,0.0218429505716,7.56023736438
22.998,8.18238618742,0.0523093413214,8.61653868065,0.0217054704226,7.56837600621
23.498,7.88061926294,0.0493671520921,8.63197393544,0.0214149521292,7.68180134058
23.998,7.46038718828,0.0456703556309,8.76193986084,0.0208868086867,7.61151848868
24.498,7.13213795976,0.0435544043404,8.91810112671,0.02,7.47882449165
24.998,7.00394569448,0.0412908655359,8.91005296005,0.02,7.61511061314
25.498,6.80804442845,0.0405842861621,8.96581967462,0.02,7.62993759614
25.998,6.66496530454,0.0402325446258,9.0302323995,0.02,7.6230636874
26.498,6.5493308405,0.0377327839828,9.09448625815,0.02,7.60060607959
26.998,6.41556704487,0.0357571645171,9.16948517049,0.02,7.54474771367
27.498,6.30919770597,0.0353585793087,9.25015558395,0.02,7.44525648844
27.998,6.23429626853,0.0334947028795,9.29668125878,0.02,7.40085289905
28.498,6.15526317915,0.0330733987552,9.36659640798,0.02,7.33689646344
28.998,6.10929760098,0.031696887871,9.40624625011,0.02,7.33722557415
29.498,6.0742366811,0.0313851813866,9.41078790097,0.02,7.37625372642
29.998,6.03844740647,0.0328527720424,9.42393633263,0.02,7.3956826775
30.498,5.99691545272,0.0339019215836,9.45750987024,0.02,7.37017900622
30.998,5.95798352355,0.0339611399146,9.47692228497,0.02,7.36979448435
31.498,5.90830653499,0.0336710518081,9.51066652064,0.02,7.32341379967
31.998,5.85938208842,0.0336007374413,9.54389978406,0.02,7.26316416917
32.498,5.80430834413,0.0333391884731,9.58654093518,0.02,7.15997059101
32.998,5.76172559724,0.0314444901004,9.59592239106,0.02,7.15204088373
33.498,5.73016188696,0.0323398339643,9.59376118204,0.02,7.19342873377
33.998,5.68490878714,0.0316294310685,9.61382793416,0.02,7.15703190343
34.498,5.65603657329,0.0317605731982,9.60551211408,0.02,7.17340096516
34.998,5.63957934317,0.0328818299889,9.59587110613,0.02,7.24513733966
35.498,5.60285034821,0.0328948152146,9.6132808072,0.02,7.21599561971
35.998,5.57650782961,0.0330091685607,9.60222810383,0.02,7.22604820889
36.498,5.54776027744,0.0335240319081,9.59408858126,0.02,7.20455677154
36.998,5.51327464477,0.0308857912097,9.60271094905,0.02,7.15166097503
37.498,5.48151066445,0.029989359662,9.59747734719,0.02,7.09423951905
37.998,5.4652568881,0.0304994226966,9.59227533725,0.02,7.13911865184
