depth,temp,chla,do,sal,ph
2.214,10.3422955545,0.31590582822,10.6728862589,0.02,7.66789120978
2.714,10.3434400132,0.352353193424,10.6582593703,0.02,7.66709505525
3.214,10.344700518,0.380800512417,10.6444961762,0.02,7.66676030295
3.714,10.3426647992,0.406110406319,10.6654343032,0.02,7.66858458737
4.214,10.3423076159,0.416863028113,10.6645324447,0.02,7.6670217727
4.714,10.3411643823,0.419559019037,10.6732474094,0.02,7.66595653654
5.214,10.3410198721,0.42007351736,10.6676566979,0.02,7.6640158073
5.714,10.3390233362,0.419369964526,10.6780379994,0.02,7.66294251457
6.214,10.3361028527,0.416460625038,10.6838795178,0.02,7.66083595135
6.714,10.3348806951,0.414937067965,10.6848201227,0.02,7.66032951255
7.214,10.3335913697,0.414535531076,10.6776897567,0.02,7.65937866963
7.714,10.3319554282,0.420057441978,10.6713257512,0.02,7.65577261926
8.214,10.3313819234,0.421916332182,10.6607805969,0.02,7.65557448186
8.714,10.3306174633,0.42107703918,10.6531361381,0.02,7.65573136656
9.214,10.3288809093,0.424240861884,10.6414040821,0.02,7.64992442709
9.714,10.3224881154,0.427386954717,10.62839365,0.02,7.64000429846
10.214,10.3156005304,0.428344987075,10.6208241485,0.02,7.63199093311
10.714,10.3116348729,0.427086392393,10.6104195889,0.02,7.6288219965
11.214,10.3060275664,0.428639888877,10.602339791,0.02,7.63109402099
11.714,10.2997546336,0.434356793229,10.5989888145,0.02,7.63299266889
12.214,10.281596758,0.436171615076,10.5926153365,0.02,7.63714354367
12.714,10.1588750204,0.420479717079,10.5773450729,0.02,7.63407962788
13.214,10.0413467356,0.402914577658,10.5649780383,0.02,7.6341390514
13.714,9.86806732508,0.375471956532,10.5447215127,0.02,7.61824296699
14.214,9.66663634511,0.344214823381,10.5178771052,0.02,7.59309095653
14.714,9.47472760059,0.308331030205,10.4939716575,0.02,7.57071674268
15.214,9.31071245869,0.278850700181,10.4779244055,0.02,7.55904502028
15.714,9.17185228079,0.255794116731,10.4530750981,0.02,7.53990765412
16.214,9.12884396445,0.245243652634,10.4287827798,0.02,7.53250301604
16.714,9.06620661369,0.233501467975,10.4173861727,0.02,7.53036242932
17.214,9.04056196178,0.224282063461,10.4102432114,0.02,7.53516784566
17.714,8.96986100426,0.210353820174,10.3828497371,0.02,7.53600992714
18.214,8.92470653692,0.195699136496,10.369962058,0.02,7.53776476845
