depth,temp,chla,do,sal,ph
2.005,23.5170560901,0.044435418386,8.52255752402,0.02,8.36804673112
2.505,23.4895416381,0.0475074102782,8.50033958055,0.02,8.35162726061
3.005,23.4461440359,0.0521793347659,8.45823453908,0.02,8.31921128965
3.505,23.4255175213,0.051947894065,8.4568339483,0.02,8.321982019
4.005,23.3657881597,0.0525139618383,8.40430234751,0.02,8.28068731848
4.505,23.2865382739,0.0523160989168,8.36042671143,0.02,8.23645533388
5.005,23.2526677365,0.0518740268704,8.35731448818,0.02,8.23528702247
5.505,23.1426205373,0.0522717626284,8.28128247741,0.02,8.16170214076
6.005,22.8025357127,0.054481732635,8.18109874896,0.0210628851941,8.07179526559
6.505,22.4104251732,0.0567405853074,8.08787295527,0.0224660985622,8.00544937375
7.005,21.9408996635,0.0594333550827,7.94676372206,0.0241237992861,7.91720964851
7.505,21.4297197508,0.0589727317879,7.82264800313,0.0258762007139,7.83766038528
8.005,21.0108091614,0.0591233913955,7.72947724303,0.0275339014378,7.82325171647
8.505,20.585109481,0.0559220716736,7.62884158064,0.0289371148059,7.78965485549
9.005,20.2337404601,0.0474953733541,7.55874340188,0.03,7.78116801583
9.505,20.0580955682,0.0373497940343,7.50883365072,0.03,7.77711397036
10.005,19.8978828496,0.027529758996,7.46872154202,0.03,7.78009982046
10.505,19.7460398083,0.0190836306325,7.44363258701,0.03,7.78687435972
11.005,19.6086923699,0.0139076839495,7.42125505265,0.03,7.80757220692
11.505,19.3360367061,0.00680834430717,7.34513089216,0.03,7.74611353299
12.005,19.094152982,0.00436038079368,7.27250436875,0.03,7.70121724732
12.505,18.9202532692,0.00543384606333,7.2508118121,0.03,7.71437107399
13.005,18.7494216532,0.00580955404651,7.21887543561,0.03,7.72429361243
13.505,18.496124017,0.00649281151784,7.13754847312,0.03,7.6724444188
14.005,18.2523225431,0.00667249497529,7.06333425515,0.03,7.63551014405
14.505,18.0752625673,0.00602486682583,7.03372765759,0.03,7.64119177545
15.005,17.9589591727,0.00550395121516,7.02730829572,0.03,7.67310261939
15.505,17.816082375,0.00489160234382,7.01846811869,0.03,7.69264423441
16.005,17.551295347,0.00369458129863,6.96114910526,0.03,7.66223842656
16.505,17.313279034,0.00266640755378,6.91845892212,0.03,7.63883398098
17.005,17.0651933595,0.00326589777539,6.86750230937,0.03,7.61643729915
17.505,16.7809656073,0.0039969635753,6.75800829697,0.03,7.57758183744
18.005,16.485477736,0.00564919243566,6.62678929644,0.03,7.52712715531
18.505,16.2509165353,0.00715186807971,6.55720977939,0.03,7.50389713151
19.005,16.0051529961,0.00785633333685,6.47030700873,0.03,7.47515461577
19.505,15.8095681902,0.00844108866695,6.43679274407,0.03,7.47738405788
20.005,15.5494664453,0.010285623919,6.40141576339,0.03,7.47686402706
20.505,15.2682727937,0.0133260351183,6.38684736657,0.03,7.49314690152
21.005,15.0616646932,0.0143611055691,6.40764125302,0.03,7.51311513364
21.505,14.8248718789,0.0169764950214,6.3953851548,0.03,7.52590219207
