depth,temp,chla,do,sal,ph
2.092,22.1634014508,0.0754712770942,8.63986487518,0.02,8.86518529353
2.592,22.1102530971,0.0848855693144,8.64819325689,0.02,8.96064872698
3.092,22.0620568499,0.0915945251683,8.66460056918,0.02,9.07090116451
3.592,22.0143762153,0.0951797909774,8.68147898283,0.02,9.16163969484
4.092,21.9707369296,0.097931476266,8.69423414751,0.02,9.22976853193
4.592,21.9234650016,0.0994765719794,8.70874105932,0.02,9.27222718482
5.092,21.8682515669,0.0999123642605,8.73061999206,0.02,9.30410806365
5.592,21.772481022,0.1015256978,8.75860205712,0.02,9.28880973574
6.092,21.5775597358,0.108099847961,8.8029716837,0.02,9.17147152939
6.592,21.35101695,0.117172892513,8.84614840729,0.02,9.13721651062
7.092,21.0210736185,0.128851432319,8.90362008821,0.02,9.06241402043
7.592,20.6740096051,0.141231818738,8.94320307894,0.02,9.00304340946
8.092,20.0574867552,0.155057097789,8.98890459515,0.02,8.87643258256
8.592,19.4030694351,0.168541508386,9.01211599554,0.02,8.81088268484
9.092,18.785374704,0.179460718781,9.03114650366,0.02,8.84485549201
9.592,18.1626061873,0.182830483649,9.0276309047,0.02,8.95510485552
10.092,17.531591322,0.18496002046,9.02009030208,0.02,8.9718620322
10.592,16.9993085803,0.185339675745,8.99236342688,0.02,9.04314818176
11.092,16.470812328,0.184732594276,8.95325820873,0.02,8.99852369132
11.592,16.2196739628,0.179298465954,8.91517711354,0.02,9.06476274996
12.092,15.9394146142,0.172909823321,8.88261122225,0.02,9.04196193268
12.592,15.6333357975,0.168345985159,8.8260075627,0.02,8.88985243646
13.092,15.440923113,0.163571184655,8.78197661606,0.02,8.78440700874
13.592,15.2842516199,0.157520180597,8.74643930163,0.02,8.72577549085
14.092,15.1258562966,0.1498536673,8.7069427804,0.02,8.65675650029
14.592,14.9852874972,0.139115173072,8.67845327823,0.02,8.63613927865
15.092,14.8265874694,0.123890862667,8.63517634192,0.02,8.58003007284
15.592,14.6863476833,0.10788697875,8.59947043323,0.02,8.51201981022
16.092,14.5871623793,0.0902473513844,8.583155364,0.02,8.54529123453
16.592,14.4641387047,0.0737841459513,8.55804166008,0.02,8.48884667856
17.092,14.3633701724,0.0611101019029,8.53423259843,0.02,8.44823515777
17.592,14.2917034517,0.0494443226689,8.53117372109,0.02,8.46362372984
18.092,14.2247585057,0.0417029689566,8.53133673894,0.02,8.45533977241
18.592,14.1579077573,0.0404653136944,8.53515423252,0.02,8.42474413328
19.092,14.1065572327,0.0387494358069,8.53919067225,0.02,8.44530467285
19.592,14.0457597283,0.0377492982311,8.54348103403,0.02,8.44458553722
20.092,14.0035036728,0.0389543606759,8.55001245624,0.02,8.48562551862
20.592,13.9406085147,0.0396527720414,8.55314716956,0.02,8.46893191159
21.092,13.8914114495,0.0414933149997,8.54924039015,0.02,8.46446774772
21.592,13.844476974,0.0441892391305,8.54378304677,0.02,8.49592497232
22.092,13.7756916626,0.0444001598388,8.53499362596,0.02,8.46872625242
22.592,13.699962024,0.0448025011159,8.53270951251,0.02,8.42137707436
23.092,13.6418360868,0.0454403216225,8.52228351573,0.02,8.4013086935
23.592,13.5592416605,0.0442213079181,8.52076591078,0.02,8.36578455558
24.092,13.4929903023,0.0440665895871,8.52016977867,0.02,8.36163421201
24.592,13.3893513471,0.0426271978584,8.52812887288,0.02,8.3243113231
25.092,13.2720595184,0.0388697136685,8.54864258579,0.02,8.28439745736
25.592,13.1802424553,0.0350436139315,8.55802901966,0.02,8.28460224313
26.092,13.0643297765,0.0311309284209,8.57549865092,0.02,8.26483614376
26.592,12.9580037423,0.0278558835558,8.58912282729,0.02,8.25264050646
27.092,12.8668966157,0.0246728493494,8.59757180698,0.02,8.25667309607
27.592,12.7495269583,0.021769494163,8.61357154186,0.02,8.23109517333
28.092,12.6623002896,0.0196434098721,8.61916158832,0.02,8.23329421701
28.592,12.5896152277,0.0186294623704,8.62102043807,0.02,8.23986234782
29.092,12.4930167493,0.0167804393842,8.63020316094,0.02,8.22195563292
29.592,12.4369274126,0.0141129847102,8.6298497057,0.02,8.25387667911
30.092,12.3314172341,0.0122725492056,8.63199070864,0.02,8.22423724748
30.592,12.2395926924,0.0116193116935,8.62620454068,0.02,8.20348485788
31.092,12.1699548218,0.011777157001,8.61815580463,0.02,8.21191989838
31.592,12.1066110522,0.0153719108421,8.62055079323,0.02,8.22275294245
32.092,12.0260361755,0.0179511701026,8.61718881091,0.02,8.21220431789
32.592,11.9636952674,0.0216762671466,8.61706406319,0.02,8.22222771127
33.092,11.9095136477,0.0244831080639,8.61850969095,0.02,8.23295112828
33.592,11.8733070222,0.0250810224562,8.61821363659,0.02,8.27118617538
34.092,11.7978876764,0.02440854239,8.59955539756,0.02,8.27017668707
34.592,11.7322027126,0.0220288598617,8.59010289805,0.02,8.27864523379
35.092,11.6478053206,0.0178393130844,8.57854248128,0.02,8.27781869793
35.592,11.5582334184,0.0151866844802,8.55196514531,0.02,8.26384628843
36.092,11.4469740054,0.0135289837563,8.5162476245,0.02,8.22193825942
36.592,11.3601142749,0.0114032133681,8.50112934323,0.02,8.20894924021
37.092,11.2896848416,0.0102544873558,8.48788056659,0.02,8.20524912376
37.592,11.2434669675,0.0100947007038,8.48491473609,0.02,8.21950459643
38.092,11.1795435135,0.0104635373182,8.47391926537,0.02,8.22075408022
